county_name,crime_rate_per_100000,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,Households,Mean,Stdev
"Dauphin County, PA",525.2143487,18,154,527,724,1533,5404,288,56,270937,16358.0,127418.39864616345,714314001.8643804
"Hill County, MT",525.1086432,0,17,1,69,40,519,36,11,16568,683.0,66493.35784867007,476209334.5762535
"Bibb County, GA",524.1693111999999,24,56,292,439,2395,6307,683,211,154721,57025.0,116370.644621454,59526166.82203169
"Knox County, TN",522.4662747,25,150,612,1536,4205,12733,1372,46,444622,1085.0,61023.6786194221,59526166.82203169
"Vance County, NC",522.2281735,11,8,97,118,1029,1800,167,12,44808,147.0,69427.64062788403,119052333.64406338
"Bryan County, OK",522.1046922,1,17,9,204,366,865,76,2,44244,8277.0,83517.508345796,654787835.0423486
"Cuyahoga County, OH",521.2349405,99,489,3719,2277,12781,21517,4681,367,1263154,226416.0,121280.83122629287,2023889671.9490786
"Taney County, MO",520.7652823,0,10,26,243,351,1564,102,3,53575,7832.0,88044.12714664232,357157000.9321901
"Martin County, NC",519.0092409,3,4,32,84,425,619,40,6,23699,296.0,96130.72849431555,238104667.28812677
"McMinn County, TN",517.7585449,0,18,37,216,483,1426,136,13,52341,6763.0,66459.99002998772,297630834.11015844
"Dallas County, AR",516.8284382,2,5,7,27,80,144,5,1,7933,1916.0,73968.30398366856,119052333.64406338
"Delaware County, PA",516.0390268,30,89,849,1932,2309,9745,602,59,561973,60007.0,109994.53685146042,1428628003.7287612
"Ward County, TX",515.8306652,2,5,2,49,70,226,7,0,11244,665.0,89645.14332834433,297630834.11015844
"Gibson County, TN",515.5994096,0,7,21,227,367,812,49,9,49457,5236.0,95873.81329108526,416683167.7542218
"Bristol County, MA",515.394913,6,186,692,1965,3653,8599,876,105,552780,115170.0,103075.46797539611,535735501.39828515
"Oconee County, SC",514.3580518,5,32,17,332,662,1456,157,13,75045,2427.0,77987.96096847446,238104667.28812677
"Etowah County, AL",513.8024266,2,45,126,361,1241,2674,294,42,103931,9855.0,88388.58719518206,714314001.8643804
"Pontotoc County, OK",513.2659507000001,3,25,11,156,292,740,77,0,37992,569.0,71714.62133985333,238104667.28812677
"Monroe County, FL",512.1085513,3,33,66,289,638,2549,144,6,76351,2925.0,155929.79948455832,297630834.11015844
"Gonzales County, TX",512.0126034,2,15,4,83,166,351,25,1,20312,320.0,62774.7240279568,59526166.82203169
"Abbeville County, SC",511.8566801,0,5,12,111,216,496,25,13,25007,2779.0,81748.82411953507,178578500.4660951
"Dorchester County, MD",508.2669933,1,15,36,114,296,784,49,11,32660,1035.0,85695.4208228175,357157000.9321901
"Lawrence County, PA",508.2108515,4,14,93,343,635,1401,73,13,89333,3409.0,93646.8220500879,476209334.5762535
"Ben Hill County, GA",508.1358835,0,23,12,54,180,303,24,3,17515,3252.0,59131.5624746731,59526166.82203169
"Kings County, CA",508.081611,4,55,106,602,813,2222,405,34,150960,5491.0,74611.74122152339,357157000.9321901
"Baltimore County, MD",508.01018210000007,24,147,1368,2642,4083,18013,1572,257,823015,150644.0,137768.33514435746,1130997169.6186025
"Des Moines County, IA",506.4229249,3,5,20,177,339,1060,62,14,40480,562.0,103907.46786334,59526166.82203169
"Okeechobee County, FL",505.9750826,0,19,30,150,550,786,51,0,39330,2175.0,63846.88228318033,119052333.64406338
"Lancaster County, SC",504.61110139999994,13,26,68,299,884,2146,115,22,80458,2865.0,70325.18782871075,238104667.28812677
"Lee County, IA",504.45602829999996,0,9,5,166,254,678,78,15,35682,5190.0,87744.30008044417,297630834.11015844
"Calcasieu Parish, LA",504.3626086,12,118,241,614,3762,4802,231,16,195296,51861.0,120924.9460276251,595261668.2203169
"Randall County, TX",503.66083150000003,6,56,126,449,1094,3091,313,29,126474,41071.0,126554.31892792412,178578500.4660951
"St. Charles Parish, LA",503.6395081,2,8,32,223,409,1118,78,18,52617,4506.0,114343.30779642116,357157000.9321901
"Pueblo County, CO",501.7002063,8,22,199,581,1962,4931,518,43,161451,44301.0,92167.32450435503,238104667.28812677
"Cherokee County, TX",501.1989465,2,33,25,195,436,903,102,8,50878,6885.0,82519.0598539028,416683167.7542218
"McNairy County, TN",501.1476664,0,4,5,122,153,378,42,2,26140,2462.0,68444.89767036014,357157000.9321901
"Lea County, NM",501.0137816000001,4,28,28,280,729,1600,184,6,68062,4181.0,114745.42955622377,178578500.4660951
"Franklin County, AL",497.9068882,0,10,13,134,216,494,35,2,31532,3698.0,125721.60908098715,178578500.4660951
"Geary County, KS",497.53905410000004,1,12,13,160,166,510,32,7,37384,9339.0,100849.48873569808,178578500.4660951
"Tallapoosa County, AL",497.5365871,3,6,17,179,296,809,52,4,41203,1501.0,74799.84400415774,178578500.4660951
"DeWitt County, TX",497.48817249999996,0,10,5,87,124,290,21,1,20503,2376.0,144330.4638210939,119052333.64406338
"Bay County, FL",497.1797905,9,70,168,623,1558,5538,295,20,174987,11006.0,119141.80257067684,297630834.11015844
"Scotland County, NC",496.87716860000006,7,5,33,134,761,803,47,26,36025,6736.0,80521.80024636407,238104667.28812677
"Washington Parish, LA",495.4867619,6,22,36,166,552,1075,76,2,46419,6394.0,63997.10260539276,238104667.28812677
"Calhoun County, TX",495.27652939999996,0,15,3,90,191,359,29,5,21806,5174.0,114591.22358938742,178578500.4660951
"Johnson County, TN",495.0770429,2,5,2,80,96,169,38,2,17977,1145.0,100036.67963613401,59526166.82203169
"Valencia County, NM",492.8949714,4,15,18,338,822,931,204,9,76284,11362.0,101242.35406492712,476209334.5762535
"Gregg County, TX",492.58681229999996,7,72,145,382,1241,3834,395,19,123024,31033.0,119958.57095867481,297630834.11015844
"Kleberg County, TX",492.1965048,1,5,18,134,370,960,20,4,32101,8957.0,94753.4160784969,59526166.82203169
"Sheridan County, MT",490.73064339999996,0,3,0,15,7,54,6,0,3668,1037.0,111423.89885293407,238104667.28812677
"Nantucket County, MA",490.43177230000003,0,3,2,46,51,301,13,1,10399,2941.0,155868.77922247088,178578500.4660951
"Decatur County, TN",488.80885,0,1,3,53,97,162,25,1,11661,512.0,76022.16266749479,119052333.64406338
"Osceola County, FL",488.4356659,8,75,209,1166,2801,5962,367,7,298504,35772.0,100071.81247946688,297630834.11015844
"York County, SC",488.3795741,10,70,167,922,1090,4480,327,31,239363,39538.0,109802.6055884306,476209334.5762535
"Shawnee County, KS",488.1703955,19,46,244,564,1585,5706,662,68,178831,54055.0,107442.08483546674,297630834.11015844
"Pennington County, SD",486.94698420000003,5,143,55,312,716,3149,258,21,105761,5932.0,104369.30332868235,297630834.11015844
"Ingham County, MI",485.41281349999997,13,162,237,958,1971,4891,428,112,282234,1645.0,95982.82619316297,178578500.4660951
"Cloud County, KS",484.28755920000003,0,9,0,36,88,202,10,7,9292,2653.0,85946.97453326517,238104667.28812677
"Bradford County, FL",484.1713222,0,12,6,112,179,339,26,2,26850,535.0,66877.65139747185,119052333.64406338
"Douglas County, NE",483.3822237,41,196,824,1536,3684,14152,2893,73,537256,3968.0,117500.37851716002,238104667.28812677
"Colbert County, AL",482.3917828,2,15,34,212,636,1342,112,3,54520,8755.0,79970.98180622704,297630834.11015844
"Passaic County, NJ",481.7351959,30,42,1213,1151,3093,6599,1392,19,505672,87313.0,122742.4943786693,297630834.11015844
"Gray County, TX",481.7081109,0,2,6,103,269,609,35,4,23043,317.0,106462.68440410499,59526166.82203169
"Monroe County, AL",481.20165499999996,0,8,8,91,129,423,25,2,22236,2243.0,69315.40553843338,119052333.64406338
"Union County, NM",480.54919910000007,0,1,2,18,77,42,12,0,4370,969.0,56564.93661934777,178578500.4660951
"Hardin County, TN",480.14135360000006,1,11,12,101,282,586,50,6,26034,21.0,78718.7148237434,59526166.82203169
"Clarke County, AL",480.0253898,0,16,12,93,172,399,34,1,25207,2596.0,111811.49139813618,178578500.4660951
"Pointe Coupee Parish, LA",480.02133430000004,0,3,4,101,111,187,21,0,22499,795.0,72647.10030928727,119052333.64406338
"Crenshaw County, AL",479.0504791,1,3,3,60,85,133,23,2,13986,236.0,75624.45159092669,178578500.4660951
"Marion County, FL",479.01067699999993,21,166,162,1267,1989,5080,242,16,337362,3360.0,49674.54905406989,178578500.4660951
"Palm Beach County, FL",478.65754339999995,74,381,1883,4230,10230,31147,2641,157,1372171,215633.0,152810.76953246092,1964363505.1270468
"Pima County, AZ",478.147697,56,345,1481,2883,8284,11683,3599,310,996554,246143.0,96288.34900501257,1190523336.4406343
"Multnomah County, OR",477.46154400000006,24,287,1170,2177,5621,27569,4482,293,766135,258982.0,142657.45350166326,238104667.28812677
"Georgetown County, SC",476.5056254,4,14,31,239,710,1527,125,6,60440,3218.0,83823.46872661728,59526166.82203169
"Chesterfield County, SC",476.22139969999995,2,14,21,183,362,1219,84,10,46197,4791.0,75086.27285077203,357157000.9321901
"Crisp County, GA",475.6599246,3,9,44,55,333,993,36,4,23336,220.0,56893.6960337619,59526166.82203169
"Pottawatomie County, OK",473.593974,4,32,22,279,659,1645,240,3,71158,15807.0,106286.95267655872,416683167.7542218
"Calhoun County, SC",471.6041182,0,6,9,56,221,269,50,2,15055,806.0,74806.896025159,59526166.82203169
"Broward County, FL",470.94805210000004,80,401,3408,4771,17400,45279,4320,180,1838844,272146.0,118035.12433214266,1071471002.7965708
"Raleigh County, WV",470.6150977,9,36,99,227,1054,2126,132,14,78833,13167.0,102570.85570680496,773840168.6864121
"San Miguel County, NM",469.50001749999996,0,5,8,121,155,273,24,6,28541,6280.0,68337.1200007124,654787835.0423486
"Muscatine County, IA",469.2314875,0,40,7,154,259,728,41,12,42836,661.0,100258.88098218555,238104667.28812677
"Dimmit County, TX",468.01872069999996,0,4,2,45,167,249,22,4,10897,439.0,66531.9925251711,119052333.64406338
"Lincoln County, TN",466.80343710000005,2,6,6,143,196,573,27,4,33633,1217.0,72084.2476677187,119052333.64406338
"Okaloosa County, FL",464.3699274,2,72,108,718,920,3889,219,2,193811,32351.0,116446.42471295278,476209334.5762535
"Reno County, KS",464.24676739999995,2,28,26,242,637,2141,159,41,64190,17305.0,97812.62138103467,416683167.7542218
"Decatur County, GA",464.1982529,3,2,11,111,254,743,25,0,27359,187.0,69069.54621174934,119052333.64406338
"Hamblen County, TN",462.948283,0,17,58,217,374,1955,112,12,63074,11245.0,96369.69823792031,119052333.64406338
"McCurtain County, OK",462.7249357,0,9,10,134,311,689,63,14,33065,3155.0,76326.29188637233,178578500.4660951
"Ramsey County, MN",462.49008,15,233,730,1458,4257,12857,2442,175,526714,50689.0,140798.44316725,535735501.39828515
"Tulare County, CA",462.40941730000003,33,115,412,1540,4364,9194,1835,39,454143,36052.0,88574.13861986838,2083415838.7711103
"Ouachita Parish, LA",462.1687364,11,29,175,507,2149,5208,184,8,156220,33251.0,121267.57765409497,476209334.5762535
"Marengo County, AL",461.4239643,3,8,9,72,148,356,21,4,20155,1377.0,111059.13812127446,297630834.11015844
"Hampshire County, WV",460.65259119999996,0,6,2,100,97,119,15,2,23445,348.0,68046.6441067122,119052333.64406338
"Clinton County, IA",460.5534903,0,17,21,185,356,1025,65,11,48420,16168.0,110939.83934317892,595261668.2203169
"Barrow County, GA",460.44252869999997,0,11,22,296,409,1149,94,7,71453,7929.0,97646.4991213877,238104667.28812677
"Erie County, NY",459.3060294,50,211,1602,2361,6019,19729,1481,341,919866,162912.0,99381.63429369427,952418669.1525073
"Coffee County, TN",459.1712428,2,7,17,219,356,1183,69,4,53357,385.0,29348.633957011,59526166.82203169
"Richmond County, NC",459.0022627,8,24,49,132,974,1714,96,22,46405,4359.0,77310.20089749085,238104667.28812677
"Bourbon County, KS",457.8507945,0,8,1,59,136,316,28,6,14852,3269.0,96082.75471214358,178578500.4660951
"Atlantic County, NJ",457.47511439999994,30,74,479,678,1794,6331,301,37,275862,37117.0,125945.43729894418,833366335.5084438
"White Pine County, NV",457.39286069999997,0,11,1,34,61,58,4,1,10057,654.0,73719.64843121268,238104667.28812677
"Sussex County, DE",457.297156,6,72,170,697,1850,4502,210,8,206649,8529.0,101795.59000701019,654787835.0423486
"Kanawha County, WV",455.36531169999995,11,55,148,657,1540,4835,359,58,191275,27662.0,112711.53107708828,833366335.5084438
"Richmond County, GA",454.9437385,28,90,546,255,3186,7591,1193,51,202003,70445.0,102649.92783004262,119052333.64406338
"Iron County, MO",454.3696829,1,1,3,42,47,56,10,2,10344,1107.0,95506.92631913489,238104667.28812677
"Newberry County, SC",453.0796088000001,1,4,22,143,264,763,40,5,37521,4069.0,76494.70665610592,178578500.4660951
"Morris County, TX",451.9245753000001,0,1,4,53,114,179,4,2,12834,1056.0,65059.360269015415,119052333.64406338
"Florence County, SC",451.83118139999993,6,38,133,448,1466,4214,361,10,138326,3840.0,109382.4695925153,238104667.28812677
"Hunt County, TX",451.4750482,1,21,65,306,869,1825,169,10,87048,783.0,95879.03334690903,178578500.4660951
"Claiborne Parish, LA",450.4504505,0,9,6,60,131,219,32,3,16650,130.0,162147.3383573,59526166.82203169
"Canadian County, OK",450.35401950000005,7,51,107,403,1200,2956,460,20,126123,16349.0,128324.99040226768,357157000.9321901
"Schenectady County, NY",450.00096569999994,7,37,227,428,1059,3626,191,71,155333,3347.0,89233.10320647959,178578500.4660951
"Liberty County, TX",449.8940279,1,18,36,291,544,1587,196,13,76907,1292.0,99416.96210420773,416683167.7542218
"Russell County, AL",449.7776286,2,24,70,172,776,1484,218,0,59585,13761.0,80456.5439502394,178578500.4660951
"Inyo County, CA",449.4503709,0,4,4,75,103,211,11,0,18467,2694.0,101610.87580123573,654787835.0423486
"Saluda County, SC",447.9617739,0,4,6,80,160,250,28,1,20091,1457.0,87694.406006345,119052333.64406338
"Lawrence County, MO",447.81982450000004,1,7,6,157,330,825,87,3,38185,2715.0,65334.77679790872,357157000.9321901
"Hamilton County, OH",445.8559141,58,296,2077,1156,8318,23723,1601,443,804520,218520.0,123417.43713576061,2559625173.3473625
"Los Angeles County, CA",444.80081399999995,600,1976,18923,23057,49107,142604,40555,2210,10017068,2125547.0,151058.11328261165,4107305510.7201815
"Mercer County, NJ",444.6376217,26,50,760,811,2447,5057,715,38,370414,45667.0,133732.51926148942,357157000.9321901
"Rutherford County, TN",444.08228330000003,6,93,195,954,1694,5162,396,14,281029,45796.0,121733.27851451596,238104667.28812677
"Walker County, AL",443.9528471,2,16,56,219,780,1839,170,11,65998,3302.0,68542.61905534395,357157000.9321901
"Leavenworth County, KS",443.81914689999996,0,24,34,289,464,1142,115,34,78185,12277.0,117459.0766347039,178578500.4660951
"Scott County, IA",443.70103,4,50,156,546,1059,3489,313,21,170385,57857.0,119065.72160261971,833366335.5084438
"Benton County, MO",443.6932178,1,13,4,66,191,314,19,1,18932,2118.0,54816.8839622761,238104667.28812677
"Putnam County, TN",443.38660319999997,0,21,34,271,711,2075,123,6,73525,13680.0,106808.08457028175,119052333.64406338
"Dallas County, TX",442.96507199999996,165,706,4889,5227,25141,59144,10235,692,2480331,668823.0,140742.42707966384,892892502.3304756
"Anne Arundel County, MD",442.11083179999997,13,100,538,1806,2588,11324,888,65,555743,65756.0,168221.65209520125,654787835.0423486
"Guilford County, NC",441.75993370000003,28,93,753,1364,5151,12198,933,183,506610,8047.0,176824.8931227611,297630834.11015844
"Iron County, WI",441.7261298,0,0,0,26,21,59,0,0,5886,42.0,52100.0142874512,59526166.82203169
"Hudson County, NJ",441.3265847,15,84,1323,1493,2664,8135,1504,38,660282,29782.0,196070.7315468572,119052333.64406338
"Jefferson Parish, LA",440.2358045,37,85,501,1291,3124,11741,997,98,434767,32096.0,113502.39863499899,416683167.7542218
"Grenada County, MS",439.57060889999997,7,5,21,61,278,367,24,0,21612,4697.0,84407.2664446402,119052333.64406338
"Catahoula Parish, LA",439.53897249999994,3,1,9,32,46,103,4,0,10238,979.0,77148.8978478746,119052333.64406338
"Franklin County, OH",438.02376219999996,80,644,3296,1291,16769,34668,3783,587,1212263,399122.0,118275.59638124601,833366335.5084438
"Alamance County, NC",436.59070589999993,4,35,138,497,1438,3530,250,14,154378,13483.0,99118.82221101236,416683167.7542218
"Madison Parish, LA",435.9855789,0,0,2,50,99,389,1,0,11927,2803.0,72721.56589241167,119052333.64406338
"Monroe County, TN",435.2148459,5,3,10,179,337,882,98,13,45265,2803.0,79368.28880868242,178578500.4660951
"Randolph County, WV",435.15213330000006,2,14,5,107,158,508,25,7,29415,3820.0,89753.39225430427,595261668.2203169
"Monterey County, CA",435.1415259,45,94,706,1021,2912,5612,1774,64,428826,42293.0,130495.27506790162,773840168.6864121
"Washington County, AR",434.8227901000001,7,131,70,733,1285,5033,331,30,216410,28974.0,102199.19922728481,416683167.7542218
"Laclede County, MO",434.5753778,1,6,5,143,158,784,42,4,35667,6161.0,73211.38870154019,297630834.11015844
"Solano County, CA",434.5697148,28,115,659,1044,4322,6435,2433,118,424788,91305.0,144945.6475738193,416683167.7542218
"Wilbarger County, TX",434.0872744,1,14,1,41,89,258,16,6,13131,4305.0,82524.4702533539,59526166.82203169
"Sweetwater County, WY",433.27364769999997,3,18,5,170,120,794,38,7,45237,5718.0,129085.06264425692,416683167.7542218
"San Bernardino County, CA",432.4902041,102,422,2923,5585,18788,32802,11509,367,2088371,321169.0,116103.68811701977,1607206504.1948564
"Tuscaloosa County, AL",432.22571339999996,10,56,234,568,1932,5013,367,28,200821,2017.0,83045.54993628078,178578500.4660951
"Berrien County, MI",432.20055139999994,3,97,111,460,1188,3255,186,33,155252,21118.0,83426.50175618246,654787835.0423486
"DeSoto County, FL",431.67135030000003,1,6,30,112,319,487,23,4,34517,2527.0,83497.2682510741,59526166.82203169
"Spartanburg County, SC",431.3174256,10,104,233,908,2450,6573,633,54,290969,9915.0,71037.71681667055,833366335.5084438
"Volusia County, FL",431.30990419999995,19,96,422,1623,4095,12072,1046,29,500800,83327.0,105300.90926157305,833366335.5084438
"Bexar County, TX",431.06056849999993,101,649,2038,5047,18580,69589,7155,336,1817610,31164.0,158099.3649039531,1071471002.7965708
"Worcester County, MA",430.9694898,14,177,631,2665,4731,11446,877,67,809106,56901.0,120032.39401510444,952418669.1525073
